name,hostname,borough,neighbourhood,roomtype,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
Cozy studio in the heart of Greenwich Village,Casey,Manhattan,Greenwich Village,Entire home/apt,225,1,39,1,49
Charming Tudor 1BD Uptown,Elizabeth,Manhattan,Washington Heights,Entire home/apt,175,3,5,1,0
New Building in Williamsburg,Daniel,Brooklyn,Williamsburg,Private room,60,7,16,1,313
Spacious Studio in Luxury Building,Julie,Manhattan,Upper East Side,Entire home/apt,255,2,1,1,341
Large room in renovated apartment in Williamsburg,Gaspard,Brooklyn,Williamsburg,Private room,75,15,4,2,0
Stunning Park Slope 2BR,Jean-Cosme,Brooklyn,Gowanus,Entire home/apt,190,3,2,1,0
The Sunniest of Brooklyn Brownstones,G,Brooklyn,Park Slope,Entire home/apt,495,3,15,3,198
"Spacious, Sunny 1 Bedroom Apartment",Sasha,Brooklyn,Crown Heights,Entire home/apt,98,5,11,1,188
Waterfront Experience,Wally,Brooklyn,Williamsburg,Private room,150,1,0,1,364
Modern Pad in Prime Williamsburg!,Naomi,Brooklyn,Williamsburg,Entire home/apt,250,1,0,1,0
Spacious Apt in Townhouse near Columbia University,Emilie,Manhattan,Harlem,Entire home/apt,215,1,107,1,47
Prime Williamsburg 1 bd apartment,David Jerome,Brooklyn,Williamsburg,Entire home/apt,200,5,7,1,0
"Artsy, Garden Getaway in Central Brooklyn",Amy,Brooklyn,Clinton Hill,Entire home/apt,100,2,45,1,0
Huge Loft in prime Williamsburg - monthly rental,Omar,Brooklyn,Williamsburg,Entire home/apt,200,30,0,1,0
Perfect Apartment For Young Family,Jena,Manhattan,Harlem,Entire home/apt,200,6,0,1,0
Cute 1 BR in the Lower East Side,Alexia,Manhattan,Lower East Side,Entire home/apt,110,1,1,1,0
Modern & Cozy 1BD Garden Apt,Natasha,Manhattan,Harlem,Entire home/apt,115,3,64,2,211
Private BR in 3 BR Apt - E. Harlem,Jonathon,Manhattan,East Harlem,Private room,75,1,3,1,0
Boutique Loft Condo In West Village,Richard,Manhattan,West Village,Entire home/apt,289,1,7,1,0
Gorgeous room in Manhattan,Evgenia,Manhattan,Upper East Side,Private room,95,1,202,2,263
☆ PERFECT MANHATTAN LOCATION NEAR SUBWAY & CAFES!☆,Jenny,Manhattan,Lower East Side,Entire home/apt,197,1,285,1,8
Fabulous 1 Bedroom Apt for 1 week,Kelsey,Manhattan,Hell's Kitchen,Entire home/apt,150,1,0,1,0
Sunny Home on Brooklyn Border: 15 min to Manhattan,Kermit & Azadeh,Queens,Ridgewood,Entire home/apt,225,7,0,1,0
Elegant Brownstone Duplex,Mary,Brooklyn,Fort Greene,Entire home/apt,375,3,6,1,252
"“No Place Like Home”
1st Floor Suburban Apt.","Lisa, Nancy & John",Staten Island,Eltingville,Private room,56,1,145,1,258
Next to Central Park and Natural Science Museum,Pablo,Manhattan,Upper West Side,Entire home/apt,225,15,15,1,266
2br with Balcony in East Harlem!,C,Manhattan,East Harlem,Entire home/apt,70,7,1,1,0
Luxury One Bedroom CentralPark West,Mat,Manhattan,Upper West Side,Entire home/apt,264,30,6,10,281
Luxury Studio Central Park West,Mat,Manhattan,Upper West Side,Entire home/apt,199,30,11,10,365
5-Star Park Slope Suite w/King Bed,G,Brooklyn,Park Slope,Entire home/apt,149,2,19,3,28
Red Hook Prime 1 BR Priv. Garden 3 blks NYC Ferry,Tom,Brooklyn,Red Hook,Entire home/apt,142,1,169,2,306
Harlem Renovated Duplex Townhouse ,Tae,Manhattan,East Harlem,Entire home/apt,299,4,58,2,324
One bedroom apartment,Nicholas,Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,3,15,1,0
Private brownstone studio Brooklyn,Asa,Brooklyn,Park Slope,Entire home/apt,160,1,488,1,269
Your own private big Brooklyn apt!,Ala,Brooklyn,Bedford-Stuyvesant,Entire home/apt,127,4,142,1,2
Charming Fort Greene Studio,Michelle,Brooklyn,Clinton Hill,Entire home/apt,110,3,39,1,0
Great Room in Heart of LES,John,Manhattan,Lower East Side,Private room,69,2,36,3,5
Lovely and quiet Brownstone!!!!,Lionel,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,4,2,365
Charming East Village Apartment,Brian,Manhattan,East Village,Entire home/apt,179,5,72,1,0
Designer's duplex loft with 16' ceilings,Taylor,Brooklyn,Bushwick,Entire home/apt,144,1,51,2,85
Awesome SoHo/Little Italy 1BD,David,Manhattan,Nolita,Entire home/apt,175,7,0,1,0
"Sun Soaked, NYC Brownstone Apt",Parnell,Manhattan,Harlem,Entire home/apt,150,1,1,1,0
Best of Brooklyn & 5 min to Manhattan!,Tony,Brooklyn,Williamsburg,Entire home/apt,109,2,214,1,127
Sunny and Spacious 1 bedroom apt,Esty,Manhattan,Upper East Side,Entire home/apt,350,1,0,1,0
1BR Apt in the Bay Ridge!,Aleksandar,Brooklyn,Bay Ridge,Entire home/apt,75,3,4,1,0
"Sunny, Quiet Apt. in Manhattan",William,Manhattan,Harlem,Entire home/apt,135,3,3,1,0
Location Silma,Petya,Queens,Maspeth,Private room,39,30,0,18,352
Location little Elio,Petya,Queens,Astoria,Private room,38,30,8,18,358
Lovely sun-lit 3-bedroom apartment,Assiati,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,2,231,1,251
Manhattan Columbia University Courtyard Studio,Tom,Manhattan,Morningside Heights,Entire home/apt,146,3,91,2,223
Huge Artist Loft with BBQ deck -  WILLIAMSBURG,Paul,Brooklyn,Williamsburg,Entire home/apt,318,5,19,1,268
Lofted Murray Hill 1-bedroom w/ spiral staircase,Joshua,Manhattan,Kips Bay,Entire home/apt,184,3,0,1,0
Studio loft - Williamsburg/Bushwick,Enrico,Brooklyn,Williamsburg,Entire home/apt,140,2,133,2,283
Interfaith Retreat Guest Rooms (Om),Alex And Zeena,Manhattan,Chelsea,Private room,85,1,145,12,342
NYC 1BD near Central Park & Shops,Meghan,Manhattan,Harlem,Entire home/apt,170,1,1,1,0
House 1 Bed $100/ night per person,Edvaldo,Queens,Ditmars Steinway,Private room,100,2,2,1,365
"One of a Kind, Penthouse Apartment ",Eddie,Manhattan,Nolita,Entire home/apt,350,4,8,1,196
Classic Upper West Side studio loft,Izzy,Manhattan,Upper West Side,Entire home/apt,199,3,25,1,0
"Sunny, Tall Artsy Loft @ Williamsburg",Ligeia,Brooklyn,Williamsburg,Private room,77,6,17,1,188
Cheap accommodation in Manhattan,Nathan,Manhattan,Kips Bay,Private room,80,1,2,1,0
"#1 PRIVATE STUDIO IN BX,15MINS NYC.",Richard,Bronx,Mott Haven,Private room,79,2,11,1,0
"Cute Room, Courteous Hosts",Nicole,Brooklyn,Bushwick,Private room,550,3,5,1,358
Apartment in beautiful Brooklyn Heights,Maria,Brooklyn,Brooklyn Heights,Entire home/apt,155,5,7,1,17
10th St / W Village  Junior Loft,Brooks,Manhattan,Greenwich Village,Entire home/apt,275,30,12,1,358
Williamsburg Garden Escape,Benjamin,Brooklyn,Williamsburg,Entire home/apt,119,2,10,1,0
"Cute & Cozy Greenpoint Apt, Great Location",Adi,Brooklyn,Greenpoint,Entire home/apt,85,20,5,1,0
Beautiful West Harlem brownstone,Arnold,Manhattan,Harlem,Private room,84,1,0,1,0
Lovely room in doorman building,Gabrielle,Manhattan,Harlem,Private room,90,2,127,1,58
Garden Floor Duplex with patio,Amy,Brooklyn,Crown Heights,Entire home/apt,135,5,53,1,191
CHEAP BIG room in Williamsburg,Megan,Brooklyn,Williamsburg,Private room,90,3,230,1,125
Luxury 2 bed apt in WILLIAMSBURG BK,Michael,Brooklyn,Williamsburg,Entire home/apt,150,1,5,1,0
AMAZING ROOM ARTSY BKLYN BROWNSTONE,Shelley,Brooklyn,Flatbush,Private room,38,3,76,3,253
Amazing Renovated studio MurrayHill,Mike,Manhattan,Kips Bay,Entire home/apt,87,30,4,52,343
"Spacious, light-filled home by Prospect Park",Carrie,Brooklyn,Kensington,Entire home/apt,210,5,3,1,0
Beautiful Room in Park-Side Apt,Marissa,Manhattan,Inwood,Private room,80,2,50,1,6
Gallery Suite,Rhonda,Brooklyn,Fort Greene,Entire home/apt,250,3,20,1,323
Studio in the heart of Chelsea,Ashley,Manhattan,Chelsea,Entire home/apt,175,1,18,1,0
Charming Brooklyn Room,Brad,Brooklyn,Clinton Hill,Private room,65,1,52,2,82
East Village 1 Bedroom,Allie,Manhattan,East Village,Entire home/apt,140,1,48,1,0
Central Park home away from home,Christopher,Manhattan,Harlem,Entire home/apt,129,4,17,1,64
"Musician's Loft 1BR w/ Outdoor Space, WiFi, Parks",Jonathan,Manhattan,East Village,Entire home/apt,159,4,45,1,87
"Lovely Tudor Home with Studio in Queens, NY",Pat & Ray,Queens,Fresh Meadows,Private room,125,7,0,1,365
W Village Apt w/ Private Roof,Sean,Manhattan,West Village,Entire home/apt,249,3,44,1,332
Gorgeous pre war rowhouse apartment,Velma,Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,5,52,5,333
Quiet room+bath w/ separate entry.,Zaineb,Brooklyn,Bedford-Stuyvesant,Private room,79,4,70,1,308
Architect's Oasis,Fabi,Brooklyn,Crown Heights,Entire home/apt,125,3,10,1,0
Cozy Harlem Flat!,Kev,Manhattan,Harlem,Entire home/apt,135,5,76,1,257
1 BR in Great NYC Neighborhood,Edward,Manhattan,Lower East Side,Entire home/apt,151,2,5,2,46
2 Story Loft!! Tribeca/Soho :-) best neighborhood,Josie,Manhattan,Tribeca,Entire home/apt,600,3,73,1,282
It's The Brooklyn Way !!!,Maximus,Brooklyn,Bedford-Stuyvesant,Entire home/apt,59,1,142,1,318
"Cozy/Hip LES 2 bedroom, sleeps 2-4",Michael,Manhattan,Lower East Side,Entire home/apt,273,4,85,1,91
Ensuite in Duplex Brownstone with Private Terrace!,Andrew,Manhattan,Harlem,Private room,70,2,28,2,80
Charming Artists in the Heights,Gideon & Chantal,Manhattan,Harlem,Private room,95,1,2,1,0
6BDRM*APT TRAIN TO NYC 15 MIN,Brendan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,399,3,49,4,269
Private Room in a two bedroom apt.,Rylan,Brooklyn,Bushwick,Private room,96,1,332,2,355
Charming West Village Apartment,Ricardo,Manhattan,West Village,Shared room,110,1,47,1,362
Private Room in Famed Artistic Flat,Taylor,Manhattan,Hell's Kitchen,Private room,110,1,0,1,0
Private Room In Clean Spacious Apt,Anthony,Manhattan,Harlem,Private room,69,2,249,2,132
Beautiful sunny bedroom just off Prospect Park,Sigi,Brooklyn,Prospect-Lefferts Gardens,Private room,85,2,67,3,264
Lower East Side Studio- Great Location!,Aurea,Manhattan,Lower East Side,Entire home/apt,150,2,121,1,0
Large modern studio in Gramercy,Nevena,Manhattan,Kips Bay,Entire home/apt,170,1,9,1,0
Renovated Studio - LES,Tommy,Manhattan,Lower East Side,Entire home/apt,125,5,12,1,0
Sunny room in East Village!,Kent,Manhattan,East Village,Private room,130,1,191,1,0
Modern Bohemian Studio,Allison,Manhattan,East Village,Entire home/apt,145,1,358,1,3
HEART of Williamsburg  w/ Rooftop!,Jack,Brooklyn,Williamsburg,Entire home/apt,500,1,138,1,282
Private Suite 15min to Times Square,Brendan,Manhattan,Harlem,Private room,95,3,160,2,0
3BR condo Brooklyn/Prospect Heights,Cathleen,Brooklyn,Crown Heights,Entire home/apt,150,4,9,2,0
Apartment near the US Open,Ingrid,Queens,Forest Hills,Entire home/apt,150,1,0,1,364
PrivateRoom in Beautiful Brownstone,Jillian,Brooklyn,Bedford-Stuyvesant,Private room,56,2,180,1,0
"Private room in Greenpoint, BK",Abby,Brooklyn,Greenpoint,Private room,60,1,1,1,0
Cozy Family Gateaway!!!,Esther,Brooklyn,East Flatbush,Entire home/apt,85,3,37,1,310
Cozy Apartment in Chinatown/LES,Irene,Manhattan,Lower East Side,Private room,80,5,3,1,0
Charming West Village apartment,Kim,Manhattan,West Village,Private room,100,3,16,1,0
Modern Townhouse - Chic Sunny Room - L/J/A/C Train,Rony,Brooklyn,Bushwick,Private room,54,3,2,2,0
Tasteful French 1BD Apt w/ Garden,Fanny,Brooklyn,Bedford-Stuyvesant,Entire home/apt,113,4,38,1,191
Sunny Private Williamsburg Space,John,Brooklyn,Williamsburg,Entire home/apt,200,2,175,1,303
"Bright, big, BEAUTIFUL room in renovated apt",Robert,Manhattan,Harlem,Private room,75,5,5,1,0
Beautiful Harlem apt with views,Kayvon,Manhattan,Harlem,Shared room,200,1,31,1,365
"Faboules 1 br, in trendy Park Slope",Ilona,Brooklyn,South Slope,Entire home/apt,110,30,4,1,220
Zen Loft: Huge Brooklyn Loft for Shoots & Events,Shell,Brooklyn,Clinton Hill,Entire home/apt,500,3,19,4,365
"2 room, by Sutton Place",David,Manhattan,Midtown,Entire home/apt,180,1,0,1,0
Awesome Loft in Williamsburg,Thomas,Brooklyn,Williamsburg,Entire home/apt,200,1,14,1,336
Room in Upper East Side,Alberto,Manhattan,Upper East Side,Private room,69,60,9,2,90
"Serene, minimalist studio W Village",Arianna,Manhattan,West Village,Entire home/apt,200,5,64,1,329
Beautiful 1200 sf 3 bedroom apt off Prospect Park,Sigi,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140,5,7,3,14
Entire Room Brooklyn NYC!!!,Sue,Brooklyn,Crown Heights,Private room,45,4,37,4,281
Academic Summer Sublet/Sunset Park,Ayanna,Brooklyn,Sunset Park,Private room,35,7,0,1,0
"Great Apartment, Great Location",Elizabeth,Brooklyn,Greenpoint,Private room,80,3,0,1,0
Private Bamboo Garden Studio,Roger,Brooklyn,South Slope,Entire home/apt,150,2,0,1,0
Landmark Brownstone Sunny  3 Rooms,Michael,Manhattan,Washington Heights,Entire home/apt,70,180,7,19,308
TimeSq/Brdway/Midtown/A Cozy Petit Versaille/Quiet,Earle,Manhattan,Hell's Kitchen,Private room,200,2,62,1,304
"Christmas in NYC! Spacious King Suite, 2 bath apt",Deidre,Manhattan,Midtown,Entire home/apt,308,2,9,1,0
Soho/Nolita Studio Loft with Beautiful Terrace,Gerald,Manhattan,Nolita,Entire home/apt,270,5,8,1,0
Converted Carriage House,Erin,Brooklyn,Clinton Hill,Entire home/apt,150,3,0,1,0
"Quiet Sunny 1-Bedroom, Prime East Village Location",Theresa,Manhattan,East Village,Entire home/apt,365,2,62,1,28
Williamsville Sleep & Stay,Brian & Arlette,Brooklyn,Clinton Hill,Private room,99,1,83,1,248
Modern sunny one bed apt,Oisin,Manhattan,Lower East Side,Entire home/apt,175,7,9,1,255
Beautiful Loft in Union Square,Fara,Manhattan,Gramercy,Entire home/apt,220,4,60,1,4
Beautiful 1 BR in The Heights!,Candy,Manhattan,Washington Heights,Private room,80,1,3,2,314
"Lovely 1BR Park Slope, near trains!",Valerie,Brooklyn,Park Slope,Entire home/apt,230,2,7,1,0
Semi-furnished room in a large 3 bedroom apt,Telora,Manhattan,Harlem,Private room,60,30,2,1,183
GREENWICH VILLAGE ROOM WITH PR.BATH (DM 4 monthly),Naz,Manhattan,Greenwich Village,Private room,120,14,1,1,0
The Artist's House (with roof garden!),Tyler,Brooklyn,Prospect-Lefferts Gardens,Private room,45,14,8,4,31
One Bedroom in East Harlem,Francesco,Manhattan,East Harlem,Entire home/apt,100,4,50,1,12
"1 bedroom apt, Brownstone in central Harlem",Jan,Manhattan,Harlem,Entire home/apt,138,4,0,1,0
Park Slope beauty,Domenick,Brooklyn,Sunset Park,Entire home/apt,100,4,25,1,0
Modern 1BD Chelsea Apartment,Crystal & John,Manhattan,Chelsea,Entire home/apt,230,1,29,1,0
Duplex in SoHa,Sebastien,Manhattan,Harlem,Entire home/apt,225,1,5,1,0
Brownstone Apt with Sunny Garden,Smith O'Brien,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,60,1,156
Huge modern Private room available,Ken,Brooklyn,Crown Heights,Private room,99,2,8,3,365
2 Bedroom in Hudson Heights ,Alexandra,Manhattan,Washington Heights,Entire home/apt,150,3,0,1,0
Brooklyn's Finest,Erin,Brooklyn,Bushwick,Entire home/apt,122,1,157,1,235
Spacious Loft with Spiral Staircase,Leslie,Brooklyn,Bushwick,Entire home/apt,150,1,2,1,0
A Beautiful Brownstone Apartment,Michael,Manhattan,Harlem,Entire home/apt,140,2,292,2,186
1BD in Lower East Side ,Elisa,Manhattan,Lower East Side,Entire home/apt,150,3,18,1,0
"Brooklyn private room, by F,Gtrain",Chadanut,Brooklyn,Windsor Terrace,Private room,38,30,77,11,309
Nice studio in heart of the of the West Village,Patrick,Manhattan,West Village,Entire home/apt,200,7,16,1,50
Gorgeous Bedroom by the Park,Lanny,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,12,1,0
Cozy room in NYC,Lilia,Manhattan,Harlem,Private room,45,6,13,8,346
Bedroom in Williamsburg w/ Terrace,Eric,Brooklyn,Williamsburg,Private room,90,30,1,1,0
Bedr w Priv Bathr+Balc 15m frm city,Sonya,Queens,Astoria,Private room,85,2,2,1,0
Charming bedroom in Comfy apt,Robie,Manhattan,East Village,Private room,85,1,0,1,0
Jackson Stayover Apt,Adriana,Queens,St. Albans,Entire home/apt,108,2,81,1,328
Cheery Studio with Separate Kitchen,Olivia,Brooklyn,Prospect Heights,Entire home/apt,129,3,15,1,204
Great location! Fort Greene!!!,Annie And Joan,Brooklyn,Fort Greene,Entire home/apt,275,2,180,2,290
Large & Spacious **Prime Location ,Raanan,Manhattan,Midtown,Entire home/apt,148,30,9,9,329
Sunny Grammercy Park Getaway,Anne,Manhattan,Gramercy,Entire home/apt,250,31,0,1,365
Charming 1 Bed in Trendy Location!,Morgan,Manhattan,East Village,Entire home/apt,160,2,5,1,0
7even Days Sleep Near Prospect Park,Louis,Brooklyn,Crown Heights,Entire home/apt,130,5,150,2,309
Classic Brooklyn brownstone,Richard,Brooklyn,Park Slope,Private room,180,3,192,1,60
Cozy Private Room in the heights!,Carli,Manhattan,Washington Heights,Private room,50,1,14,1,0
Gorgeous Room in Historic Townhouse,Sara,Manhattan,Washington Heights,Private room,145,6,61,1,257
Private BR in Huge 2BR in Chinatown,Dave,Manhattan,Chinatown,Private room,94,7,17,1,0
Amazing 1 Bedroom Apt CENTRAL PARK,Danielle,Manhattan,Upper East Side,Entire home/apt,180,2,24,1,0
Beautiful Furnished Room in SOHO,Masaki,Manhattan,Nolita,Private room,80,6,3,1,0
Brooklyn Getaway-Special Discount,Rachel,Brooklyn,Bedford-Stuyvesant,Entire home/apt,97,3,15,1,0
UNIQUE APT COZY APARTMANT,Maria,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,2,51,1,179
Serengeti Comfy APT,Justa,Brooklyn,Brownsville,Entire home/apt,70,2,56,1,1
Spacious Private Apt. Near All!,Jason,Queens,Astoria,Entire home/apt,120,3,29,1,0
"Midtown Apt, Quiet, Walk to Subway",Tomer,Manhattan,Kips Bay,Entire home/apt,120,3,116,1,261
Large 1 bedroom/bathroom w/balcony,Giuliana,Manhattan,Financial District,Entire home/apt,165,1,0,1,0
Clean Private Room in Renovated Apartment,Pedro Pablo,Manhattan,Washington Heights,Private room,59,9,26,3,109
Prospect Park South,Timothy,Brooklyn,Flatbush,Private room,91,3,33,1,90
Sunny spacious 3 BR/ 2Bth in Bayside townhouse,Irma,Queens,Bay Terrace,Entire home/apt,184,3,146,1,143
Private Room In Gorgeous Apartment July 1st-30th!,Joseph,Brooklyn,Bedford-Stuyvesant,Private room,45,1,13,1,0
Discount! Central Clean & Quiet,Marshall,Manhattan,Gramercy,Private room,150,4,147,1,344
Exquisite SoHa/Columbia area large 2 BR,David,Manhattan,Harlem,Entire home/apt,139,3,24,1,0
Cozy  and sunny room in Manhattan,Esther,Manhattan,Harlem,Private room,65,7,45,1,290
Private Room in East Village Manhattan,Darren,Manhattan,East Village,Private room,65,2,13,2,157
"Bright, Spacious, and Well Designed",Anna,Brooklyn,Prospect Heights,Private room,150,2,13,1,0
"Great View, Close to City in Queens",Eddie,Queens,Astoria,Entire home/apt,115,2,5,1,0
Luxury 1 Bedroom in FiDi,Justin,Manhattan,Financial District,Entire home/apt,299,7,6,1,0
Large Clean Apt in Ditmas Park,Deanna,Brooklyn,Flatbush,Entire home/apt,80,2,103,1,0
PRIVATE BEDROOM YOU'LL LOVE,Elma,Brooklyn,Carroll Gardens,Private room,80,21,88,1,364
Pvt 1 Bed in Fort Greene,Matthew,Brooklyn,Clinton Hill,Entire home/apt,100,1,0,1,0
Great room near Chelsea market,Alain,Manhattan,Chelsea,Private room,135,1,14,1,0
"Comfy, convenient bedroom in Bklyn!",Andy,Brooklyn,Prospect-Lefferts Gardens,Private room,80,2,122,1,227
Best Cozy & Modern Room in Town,Sean,Brooklyn,Flatbush,Private room,69,1,4,1,0
Private bedroom apartment 5A#1,Veronique Camille,Manhattan,East Harlem,Private room,75,30,2,8,352
Charming brownstone top floor 1BD,Allegra,Brooklyn,Park Slope,Entire home/apt,94,10,26,1,0
Sunny and Spacious Two Bedroom Duplex with Terrace,Valeria,Brooklyn,South Slope,Entire home/apt,192,4,6,1,8
Private bedroom apartment 4B,Veronique Camille,Manhattan,East Harlem,Private room,50,21,3,8,350
Private bedroom apartment 4B/2,Veronique Camille,Manhattan,East Harlem,Private room,58,21,2,8,331
"Beautiful Apt x Rent in Astoria, NY",Jeanny,Queens,Long Island City,Entire home/apt,120,6,25,4,346
S 2/Bedford Well-Lit Private Room,Matthew,Brooklyn,Williamsburg,Private room,69,2,11,2,0
Oasis in Queens: Private BR/ bath,Samita,Queens,Jackson Heights,Private room,50,4,2,1,0
Available Manhattan Apt,Neal,Manhattan,Harlem,Entire home/apt,125,3,8,1,0
60s-inspired @ a penthouse loft!,Ota,Brooklyn,Bushwick,Private room,50,30,14,6,88
Modern Style Meets Old World,Joaquin,Brooklyn,Sunset Park,Private room,85,3,47,1,299
Beautiful Clean & Quiet Room! Rm#2,Christopher,Queens,Ridgewood,Private room,59,1,173,3,352
Gorgeous! Newly Renovated 2-BR Flat,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,130,30,3,29,308
Entire Awesome One Bed-Lower East Side Manhattan,Karen,Manhattan,Lower East Side,Entire home/apt,104,30,11,8,80
Vintage NY apt - 15min from Midtown,Pao,Queens,Sunnyside,Entire home/apt,95,30,8,3,332
Great 1BR-private balcony/doorman,Veronique Camille,Manhattan,Hell's Kitchen,Entire home/apt,199,5,40,8,43
Spain Room,Julio,Bronx,Concourse,Private room,105,1,3,2,365
Cozy Single private room.,Lord Daniel,Brooklyn,Bedford-Stuyvesant,Private room,34,6,81,3,92
Sunny Private Apt in Ditmas Park,Tina,Brooklyn,Flatbush,Entire home/apt,120,3,12,1,0
2BR Apartment in Doorman Building,Aldo,Bronx,Concourse Village,Entire home/apt,87,6,11,1,0
1 Bedroom  Apartment close to Northwell & JFK,Louann,Queens,Queens Village,Entire home/apt,125,1,30,2,158
Spacious 2BR townhouse,Andrew,Brooklyn,Bushwick,Entire home/apt,170,2,41,2,0
Cozy UES apartment with balcony near Central Park,Grace,Manhattan,Upper East Side,Entire home/apt,250,7,3,1,0
Upper East Renovated 1 Bedroom,Dan,Manhattan,East Harlem,Private room,55,1,3,1,0
Spacious Bedroom 15 mins from NYC!,Beatriz,Queens,Sunnyside,Private room,80,1,57,1,253
1BR Comfy Apt - 15min from Midtown,Pao,Queens,Sunnyside,Entire home/apt,95,30,10,3,332
